Bird ID,Video Name,Frame Name,Timestamp (s),Masked Image
B02,B02_20180906_075.MP4,B02_20180906_075_frame4560.png,76.0,B02_20180906_075_frame4560_mask.png
B02,B02_20180906_075.MP4,B02_20180906_075_frame5520.png,92.0,B02_20180906_075_frame5520_mask.png
B02,B02_20180906_077.MP4,B02_20180906_077_frame0.png,0.0,B02_20180906_077_frame0_mask.png
B02,B02_20180906_077.MP4,B02_20180906_077_frame3120.png,52.0,B02_20180906_077_frame3120_mask.png
B02,B02_20180906_077.MP4,B02_20180906_077_frame3600.png,60.0,B02_20180906_077_frame3600_mask.png
B02,B02_20180906_077.MP4,B02_20180906_077_frame3840.png,64.0,B02_20180906_077_frame3840_mask.png
B02,B02_20180906_077.MP4,B02_20180906_077_frame4080.png,68.0,B02_20180906_077_frame4080_mask.png
B02,B02_20180906_080.MP4,B02_20180906_080_frame0.png,0.0,B02_20180906_080_frame0_mask.png
B02,B02_20180906_084.MP4,B02_20180906_084_frame1200.png,20.0,B02_20180906_084_frame1200_mask.png
B02,B02_20180906_084.MP4,B02_20180906_084_frame1440.png,24.0,B02_20180906_084_frame1440_mask.png
B02,B02_20180906_084.MP4,B02_20180906_084_frame2400.png,40.0,B02_20180906_084_frame2400_mask.png
B02,B02_20180906_084.MP4,B02_20180906_084_frame3120.png,52.0,B02_20180906_084_frame3120_mask.png
B02,B02_20180906_084.MP4,B02_20180906_084_frame4080.png,68.0,B02_20180906_084_frame4080_mask.png
B02,B02_20180906_091.MP4,B02_20180906_091_frame1680.png,28.0,B02_20180906_091_frame1680_mask.png
B02,B02_20180906_092.MP4,B02_20180906_092_frame1680.png,28.0,B02_20180906_092_frame1680_mask.png
B02,B02_20180906_099.MP4,B02_20180906_099_frame0.png,0.0,B02_20180906_099_frame0_mask.png
B02,B02_20180906_104.MP4,B02_20180906_104_frame1920.png,32.0,B02_20180906_104_frame1920_mask.png
B02,B02_20180906_104.MP4,B02_20180906_104_frame2160.png,36.0,B02_20180906_104_frame2160_mask.png
B02,B02_20180906_104.MP4,B02_20180906_104_frame2400.png,40.0,B02_20180906_104_frame2400_mask.png
B02,B02_20180906_105.MP4,B02_20180906_105_frame0.png,0.0,B02_20180906_105_frame0_mask.png
B02,B02_20180906_105.MP4,B02_20180906_105_frame480.png,8.0,B02_20180906_105_frame480_mask.png
B02,B02_20180906_105.MP4,B02_20180906_105_frame1200.png,20.0,B02_20180906_105_frame1200_mask.png
B02,B02_20180906_106.MP4,B02_20180906_106_frame1680.png,28.0,B02_20180906_106_frame1680_mask.png
B02,B02_20180906_107.MP4,B02_20180906_107_frame0.png,0.0,B02_20180906_107_frame0_mask.png
B02,B02_20180906_107.MP4,B02_20180906_107_frame240.png,4.0,B02_20180906_107_frame240_mask.png
B02,B02_20180906_108.MP4,B02_20180906_108_frame240.png,4.0,B02_20180906_108_frame240_mask.png
B02,B02_20180906_109.MP4,B02_20180906_109_frame480.png,8.0,B02_20180906_109_frame480_mask.png
B02,B02_20180906_116.MP4,B02_20180906_116_frame0.png,0.0,B02_20180906_116_frame0_mask.png
B02,B02_20180906_117.MP4,B02_20180906_117_frame0.png,0.0,B02_20180906_117_frame0_mask.png
B02,B02_20180906_120.MP4,B02_20180906_120_frame240.png,4.0,B02_20180906_120_frame240_mask.png
B02,B02_20180906_122.MP4,B02_20180906_122_frame0.png,0.0,B02_20180906_122_frame0_mask.png
B02,B02_20180906_124.MP4,B02_20180906_124_frame240.png,4.0,B02_20180906_124_frame240_mask.png
B02,B02_20180906_129.MP4,B02_20180906_129_frame2160.png,36.0,B02_20180906_129_frame2160_mask.png
B02,B02_20180912_041.MP4,B02_20180912_041_frame1440.png,24.0,B02_20180912_041_frame1440_mask.png
B02,B02_20180912_047.MP4,B02_20180912_047_frame240.png,4.0,B02_20180912_047_frame240_mask.png
B02,B02_20180912_047.MP4,B02_20180912_047_frame480.png,8.0,B02_20180912_047_frame480_mask.png
B02,B02_20180912_049.MP4,B02_20180912_049_frame0.png,0.0,B02_20180912_049_frame0_mask.png
B02,B02_20180912_050.MP4,B02_20180912_050_frame240.png,4.0,B02_20180912_050_frame240_mask.png
B02,B02_20180912_050.MP4,B02_20180912_050_frame960.png,16.0,B02_20180912_050_frame960_mask.png
B02,B02_20180912_053.MP4,B02_20180912_053_frame1440.png,24.0,B02_20180912_053_frame1440_mask.png
B02,B02_20180912_055.MP4,B02_20180912_055_frame2160.png,36.0,B02_20180912_055_frame2160_mask.png
B02,B02_20180912_059.MP4,B02_20180912_059_frame1440.png,24.0,B02_20180912_059_frame1440_mask.png
B02,B02_20180912_059.MP4,B02_20180912_059_frame1680.png,28.0,B02_20180912_059_frame1680_mask.png
B02,B02_20180912_059.MP4,B02_20180912_059_frame1920.png,32.0,B02_20180912_059_frame1920_mask.png
B02,B02_20180912_059.MP4,B02_20180912_059_frame2160.png,36.0,B02_20180912_059_frame2160_mask.png
B02,B02_20180912_062.MP4,B02_20180912_062_frame240.png,4.0,B02_20180912_062_frame240_mask.png
B02,B02_20180912_062.MP4,B02_20180912_062_frame1200.png,20.0,B02_20180912_062_frame1200_mask.png
B02,B02_20180912_062.MP4,B02_20180912_062_frame1680.png,28.0,B02_20180912_062_frame1680_mask.png
B02,B02_20180912_066.MP4,B02_20180912_066_frame0.png,0.0,B02_20180912_066_frame0_mask.png
B02,B02_20180912_067.MP4,B02_20180912_067_frame1680.png,28.0,B02_20180912_067_frame1680_mask.png
B02,B02_20180912_067.MP4,B02_20180912_067_frame2160.png,36.0,B02_20180912_067_frame2160_mask.png
B02,B02_20180912_067.MP4,B02_20180912_067_frame2400.png,40.0,B02_20180912_067_frame2400_mask.png
B02,B02_20180912_076.MP4,B02_20180912_076_frame240.png,4.0,B02_20180912_076_frame240_mask.png
B02,B02_20180912_077.MP4,B02_20180912_077_frame0.png,0.0,B02_20180912_077_frame0_mask.png
B02,B02_20180912_077.MP4,B02_20180912_077_frame240.png,4.0,B02_20180912_077_frame240_mask.png
B02,B02_20180912_077.MP4,B02_20180912_077_frame1200.png,20.0,B02_20180912_077_frame1200_mask.png
B02,B02_20180912_077.MP4,B02_20180912_077_frame3360.png,56.0,B02_20180912_077_frame3360_mask.png
B02,B02_20180912_078.MP4,B02_20180912_078_frame0.png,0.0,B02_20180912_078_frame0_mask.png
B02,B02_20180912_078.MP4,B02_20180912_078_frame240.png,4.0,B02_20180912_078_frame240_mask.png
B02,B02_20180912_079.MP4,B02_20180912_079_frame1200.png,20.0,B02_20180912_079_frame1200_mask.png
B02,B02_20180912_080.MP4,B02_20180912_080_frame1680.png,28.0,B02_20180912_080_frame1680_mask.png
B02,B02_20180912_084.MP4,B02_20180912_084_frame960.png,16.0,B02_20180912_084_frame960_mask.png
B02,B02_20180912_084.MP4,B02_20180912_084_frame1200.png,20.0,B02_20180912_084_frame1200_mask.png
B02,B02_20180912_084.MP4,B02_20180912_084_frame1920.png,32.0,B02_20180912_084_frame1920_mask.png
B02,B02_20180912_084.MP4,B02_20180912_084_frame2160.png,36.0,B02_20180912_084_frame2160_mask.png
B02,B02_20180912_084.MP4,B02_20180912_084_frame2640.png,44.0,B02_20180912_084_frame2640_mask.png
B02,B02_20180912_090.MP4,B02_20180912_090_frame1440.png,24.0,B02_20180912_090_frame1440_mask.png
B02,B02_20180912_092.MP4,B02_20180912_092_frame480.png,8.0,B02_20180912_092_frame480_mask.png
B02,B02_20180913_002.MP4,B02_20180913_002_frame0.png,0.0,B02_20180913_002_frame0_mask.png
B02,B02_20180913_007.MP4,B02_20180913_007_frame240.png,4.0,B02_20180913_007_frame240_mask.png
B02,B02_20180913_007.MP4,B02_20180913_007_frame1200.png,20.0,B02_20180913_007_frame1200_mask.png
B02,B02_20180913_007.MP4,B02_20180913_007_frame1680.png,28.0,B02_20180913_007_frame1680_mask.png
B02,B02_20180913_011.MP4,B02_20180913_011_frame1200.png,20.0,B02_20180913_011_frame1200_mask.png
B02,B02_20180913_012.MP4,B02_20180913_012_frame2160.png,36.0,B02_20180913_012_frame2160_mask.png
B02,B02_20180913_013.MP4,B02_20180913_013_frame240.png,4.0,B02_20180913_013_frame240_mask.png
B02,B02_20180913_019.MP4,B02_20180913_019_frame240.png,4.0,B02_20180913_019_frame240_mask.png
B02,B02_20180913_022.MP4,B02_20180913_022_frame0.png,0.0,B02_20180913_022_frame0_mask.png
B02,B02_20180913_022.MP4,B02_20180913_022_frame480.png,8.0,B02_20180913_022_frame480_mask.png
B02,B02_20180913_027.MP4,B02_20180913_027_frame0.png,0.0,B02_20180913_027_frame0_mask.png
B02,B02_20180913_027.MP4,B02_20180913_027_frame480.png,8.0,B02_20180913_027_frame480_mask.png
B02,B02_20180913_028.MP4,B02_20180913_028_frame0.png,0.0,B02_20180913_028_frame0_mask.png
B02,B02_20180913_028.MP4,B02_20180913_028_frame240.png,4.0,B02_20180913_028_frame240_mask.png
B02,B02_20180913_028.MP4,B02_20180913_028_frame720.png,12.0,B02_20180913_028_frame720_mask.png
B02,B02_20180913_028.MP4,B02_20180913_028_frame1200.png,20.0,B02_20180913_028_frame1200_mask.png
B02,B02_20180913_029.MP4,B02_20180913_029_frame720.png,12.0,B02_20180913_029_frame720_mask.png
B03,B03_20180912_001.MP4,B03_20180912_001_frame480.png,8.0,B03_20180912_001_frame480_mask.png
B03,B03_20180912_001.MP4,B03_20180912_001_frame3840.png,64.0,B03_20180912_001_frame3840_mask.png
B03,B03_20180912_003.MP4,B03_20180912_003_frame5520.png,92.0,B03_20180912_003_frame5520_mask.png
B03,B03_20180912_004.MP4,B03_20180912_004_frame2640.png,44.0,B03_20180912_004_frame2640_mask.png
B03,B03_20180912_004.MP4,B03_20180912_004_frame5520.png,92.0,B03_20180912_004_frame5520_mask.png
B03,B03_20180912_005.MP4,B03_20180912_005_frame720.png,12.0,B03_20180912_005_frame720_mask.png
B03,B03_20180912_005.MP4,B03_20180912_005_frame960.png,16.0,B03_20180912_005_frame960_mask.png
B03,B03_20180912_005.MP4,B03_20180912_005_frame2640.png,44.0,B03_20180912_005_frame2640_mask.png
B03,B03_20180912_005.MP4,B03_20180912_005_frame10320.png,172.0,B03_20180912_005_frame10320_mask.png
B03,B03_20180912_006.MP4,B03_20180912_006_frame0.png,0.0,B03_20180912_006_frame0_mask.png
B03,B03_20180912_006.MP4,B03_20180912_006_frame1200.png,20.0,B03_20180912_006_frame1200_mask.png
B03,B03_20180914_023.MP4,B03_20180914_023_frame0.png,0.0,B03_20180914_023_frame0_mask.png
B03,B03_20180914_023.MP4,B03_20180914_023_frame2160.png,36.0,B03_20180914_023_frame2160_mask.png
B03,B03_20180914_024.MP4,B03_20180914_024_frame0.png,0.0,B03_20180914_024_frame0_mask.png
B03,B03_20180916_010.MP4,B03_20180916_010_frame720.png,12.0,B03_20180916_010_frame720_mask.png
B03,B03_20180916_010.MP4,B03_20180916_010_frame5280.png,88.0,B03_20180916_010_frame5280_mask.png
B03,B03_20180916_010.MP4,B03_20180916_010_frame10560.png,176.0,B03_20180916_010_frame10560_mask.png
B03,B03_20180916_010.MP4,B03_20180916_010_frame10800.png,180.0,B03_20180916_010_frame10800_mask.png
B03,B03_20180916_010.MP4,B03_20180916_010_frame11520.png,192.0,B03_20180916_010_frame11520_mask.png
B03,B03_20180916_011.MP4,B03_20180916_011_frame0.png,0.0,B03_20180916_011_frame0_mask.png
B03,B03_20180916_011.MP4,B03_20180916_011_frame960.png,16.0,B03_20180916_011_frame960_mask.png
B03,B03_20180916_011.MP4,B03_20180916_011_frame3360.png,56.0,B03_20180916_011_frame3360_mask.png
B03,B03_20180916_011.MP4,B03_20180916_011_frame12000.png,200.0,B03_20180916_011_frame12000_mask.png
B03,B03_20180916_012.MP4,B03_20180916_012_frame0.png,0.0,B03_20180916_012_frame0_mask.png
B03,B03_20180916_012.MP4,B03_20180916_012_frame720.png,12.0,B03_20180916_012_frame720_mask.png
B03,B03_20180916_012.MP4,B03_20180916_012_frame5040.png,84.0,B03_20180916_012_frame5040_mask.png
B03,B03_20180916_012.MP4,B03_20180916_012_frame5760.png,96.0,B03_20180916_012_frame5760_mask.png
B03,B03_20180916_012.MP4,B03_20180916_012_frame7920.png,132.0,B03_20180916_012_frame7920_mask.png
B03,B03_20180919_001.MP4,B03_20180919_001_frame0.png,0.0,B03_20180919_001_frame0_mask.png
B03,B03_20180919_001.MP4,B03_20180919_001_frame960.png,16.0,B03_20180919_001_frame960_mask.png
B03,B03_20180919_001.MP4,B03_20180919_001_frame2160.png,36.0,B03_20180919_001_frame2160_mask.png
B03,B03_20180919_001.MP4,B03_20180919_001_frame2400.png,40.0,B03_20180919_001_frame2400_mask.png
B03,B03_20180919_002.MP4,B03_20180919_002_frame0.png,0.0,B03_20180919_002_frame0_mask.png
B03,B03_20180919_002.MP4,B03_20180919_002_frame1440.png,24.0,B03_20180919_002_frame1440_mask.png
B03,B03_20180919_002.MP4,B03_20180919_002_frame2160.png,36.0,B03_20180919_002_frame2160_mask.png
B03,B03_20180919_002.MP4,B03_20180919_002_frame2400.png,40.0,B03_20180919_002_frame2400_mask.png
B03,B03_20180919_003.MP4,B03_20180919_003_frame0.png,0.0,B03_20180919_003_frame0_mask.png
B03,B03_20180919_004.MP4,B03_20180919_004_frame3600.png,60.0,B03_20180919_004_frame3600_mask.png
B03,B03_20180920_001.MP4,B03_20180920_001_frame1920.png,32.0,B03_20180920_001_frame1920_mask.png
B03,B03_20180920_001.MP4,B03_20180920_001_frame13200.png,220.0,B03_20180920_001_frame13200_mask.png
B03,B03_20180920_001.MP4,B03_20180920_001_frame15600.png,260.0,B03_20180920_001_frame15600_mask.png
B03,B03_20180920_002.MP4,B03_20180920_002_frame720.png,12.0,B03_20180920_002_frame720_mask.png
B03,B03_20180920_003.MP4,B03_20180920_003_frame3120.png,52.0,B03_20180920_003_frame3120_mask.png
B03,B03_20180920_003.MP4,B03_20180920_003_frame3840.png,64.0,B03_20180920_003_frame3840_mask.png
B03,B03_20180920_004.MP4,B03_20180920_004_frame480.png,8.0,B03_20180920_004_frame480_mask.png
B03,B03_20180920_006.MP4,B03_20180920_006_frame2880.png,48.0,B03_20180920_006_frame2880_mask.png
B03,B03_20180920_006.MP4,B03_20180920_006_frame6480.png,108.0,B03_20180920_006_frame6480_mask.png
B03,B03_20180920_006.MP4,B03_20180920_006_frame7680.png,128.0,B03_20180920_006_frame7680_mask.png
B03,B03_20180920_006.MP4,B03_20180920_006_frame8160.png,136.0,B03_20180920_006_frame8160_mask.png
B03,B03_20180920_007.MP4,B03_20180920_007_frame4560.png,76.0,B03_20180920_007_frame4560_mask.png
B03,B03_20180920_016.MP4,B03_20180920_016_frame0.png,0.0,B03_20180920_016_frame0_mask.png
B03,B03_20180920_016.MP4,B03_20180920_016_frame4080.png,68.0,B03_20180920_016_frame4080_mask.png
B03,B03_20180920_016.MP4,B03_20180920_016_frame4560.png,76.0,B03_20180920_016_frame4560_mask.png
B03,B03_20180920_016.MP4,B03_20180920_016_frame5040.png,84.0,B03_20180920_016_frame5040_mask.png
B03,B03_20180920_016.MP4,B03_20180920_016_frame7680.png,128.0,B03_20180920_016_frame7680_mask.png
B03,B03_20180920_038.MP4,B03_20180920_038_frame240.png,4.0,B03_20180920_038_frame240_mask.png
B03,B03_20180920_038.MP4,B03_20180920_038_frame1200.png,20.0,B03_20180920_038_frame1200_mask.png
B03,B03_20180920_039.MP4,B03_20180920_039_frame3600.png,60.0,B03_20180920_039_frame3600_mask.png
B03,B03_20180924_027.MP4,B03_20180924_027_frame0.png,0.0,B03_20180924_027_frame0_mask.png
B03,B03_20180924_027.MP4,B03_20180924_027_frame1440.png,24.0,B03_20180924_027_frame1440_mask.png
B03,B03_20180924_041.MP4,B03_20180924_041_frame480.png,8.0,B03_20180924_041_frame480_mask.png
B03,B03_20180924_043.MP4,B03_20180924_043_frame2160.png,36.0,B03_20180924_043_frame2160_mask.png
B03,B03_20180924_043.MP4,B03_20180924_043_frame2400.png,40.0,B03_20180924_043_frame2400_mask.png
B03,B03_20180924_044.MP4,B03_20180924_044_frame7920.png,132.0,B03_20180924_044_frame7920_mask.png
B03,B03_20180924_044.MP4,B03_20180924_044_frame13440.png,224.0,B03_20180924_044_frame13440_mask.png
B03,B03_20180924_044.MP4,B03_20180924_044_frame13680.png,228.0,B03_20180924_044_frame13680_mask.png
B03,B03_20180924_044.MP4,B03_20180924_044_frame13920.png,232.0,B03_20180924_044_frame13920_mask.png
B03,B03_20180924_044.MP4,B03_20180924_044_frame16320.png,272.0,B03_20180924_044_frame16320_mask.png
B03,B03_20180924_045.MP4,B03_20180924_045_frame480.png,8.0,B03_20180924_045_frame480_mask.png
B03,B03_20180924_046.MP4,B03_20180924_046_frame6240.png,104.0,B03_20180924_046_frame6240_mask.png
B03,B03_20180924_047.MP4,B03_20180924_047_frame2640.png,44.0,B03_20180924_047_frame2640_mask.png
B03,B03_20180924_047.MP4,B03_20180924_047_frame4320.png,72.0,B03_20180924_047_frame4320_mask.png
B03,B03_20180924_048.MP4,B03_20180924_048_frame240.png,4.0,B03_20180924_048_frame240_mask.png
B03,B03_20180924_049.MP4,B03_20180924_049_frame4560.png,76.0,B03_20180924_049_frame4560_mask.png
B03,B03_20180924_049.MP4,B03_20180924_049_frame6480.png,108.0,B03_20180924_049_frame6480_mask.png
B03,B03_20180924_049.MP4,B03_20180924_049_frame6960.png,116.0,B03_20180924_049_frame6960_mask.png
B03,B03_20180924_049.MP4,B03_20180924_049_frame9840.png,164.0,B03_20180924_049_frame9840_mask.png
B03,B03_20180924_049.MP4,B03_20180924_049_frame11520.png,192.0,B03_20180924_049_frame11520_mask.png
B03,B03_20180924_051.MP4,B03_20180924_051_frame0.png,0.0,B03_20180924_051_frame0_mask.png
B03,B03_20180924_051.MP4,B03_20180924_051_frame240.png,4.0,B03_20180924_051_frame240_mask.png
B03,B03_20180924_051.MP4,B03_20180924_051_frame4320.png,72.0,B03_20180924_051_frame4320_mask.png
B03,B03_20180924_051.MP4,B03_20180924_051_frame4560.png,76.0,B03_20180924_051_frame4560_mask.png
B03,B03_20180924_052.MP4,B03_20180924_052_frame720.png,12.0,B03_20180924_052_frame720_mask.png
B03,B03_20180924_052.MP4,B03_20180924_052_frame1200.png,20.0,B03_20180924_052_frame1200_mask.png
B03,B03_20180924_053.MP4,B03_20180924_053_frame1200.png,20.0,B03_20180924_053_frame1200_mask.png
B03,B03_20180924_055.MP4,B03_20180924_055_frame1680.png,28.0,B03_20180924_055_frame1680_mask.png
B03,B03_20180924_055.MP4,B03_20180924_055_frame1920.png,32.0,B03_20180924_055_frame1920_mask.png
B03,B03_20180924_055.MP4,B03_20180924_055_frame4320.png,72.0,B03_20180924_055_frame4320_mask.png
B03,B03_20180924_055.MP4,B03_20180924_055_frame5520.png,92.0,B03_20180924_055_frame5520_mask.png
B03,B03_20180924_055.MP4,B03_20180924_055_frame6000.png,100.0,B03_20180924_055_frame6000_mask.png
B03,B03_20180924_055.MP4,B03_20180924_055_frame7680.png,128.0,B03_20180924_055_frame7680_mask.png
B03,B03_20180924_055.MP4,B03_20180924_055_frame8160.png,136.0,B03_20180924_055_frame8160_mask.png
B03,B03_20180924_055.MP4,B03_20180924_055_frame8640.png,144.0,B03_20180924_055_frame8640_mask.png
B03,B03_20180924_056.MP4,B03_20180924_056_frame0.png,0.0,B03_20180924_056_frame0_mask.png
B03,B03_20180926_001.MP4,B03_20180926_001_frame3120.png,52.0,B03_20180926_001_frame3120_mask.png
B04,B04_20180915_039.MP4,B04_20180915_039_frame1440.png,24.0,B04_20180915_039_frame1440_mask.png
B04,B04_20180922_006.MP4,B04_20180922_006_frame1440.png,24.0,B04_20180922_006_frame1440_mask.png
B04,B04_20180922_010.MP4,B04_20180922_010_frame240.png,4.0,B04_20180922_010_frame240_mask.png
B04,B04_20180922_083.MP4,B04_20180922_083_frame240.png,4.0,B04_20180922_083_frame240_mask.png
B04,B04_20180924_004.MP4,B04_20180924_004_frame720.png,12.0,B04_20180924_004_frame720_mask.png
B04,B04_20180924_095.MP4,B04_20180924_095_frame720.png,12.0,B04_20180924_095_frame720_mask.png
B04,B04_20180924_095.MP4,B04_20180924_095_frame1440.png,24.0,B04_20180924_095_frame1440_mask.png
B04,B04_20180927_081.MP4,B04_20180927_081_frame960.png,16.0,B04_20180927_081_frame960_mask.png
B04,B04_20180928_001.MP4,B04_20180928_001_frame1680.png,28.0,B04_20180928_001_frame1680_mask.png
B04,B04_20180928_001.MP4,B04_20180928_001_frame2880.png,48.0,B04_20180928_001_frame2880_mask.png
B04,B04_20180928_001.MP4,B04_20180928_001_frame3120.png,52.0,B04_20180928_001_frame3120_mask.png
B04,B04_20180928_001.MP4,B04_20180928_001_frame3600.png,60.0,B04_20180928_001_frame3600_mask.png
B04,B04_20180928_001.MP4,B04_20180928_001_frame4560.png,76.0,B04_20180928_001_frame4560_mask.png
B04,B04_20180928_038.MP4,B04_20180928_038_frame480.png,8.0,B04_20180928_038_frame480_mask.png
B04,B04_20180928_039.MP4,B04_20180928_039_frame960.png,16.0,B04_20180928_039_frame960_mask.png
B04,B04_20180928_040.MP4,B04_20180928_040_frame2880.png,48.0,B04_20180928_040_frame2880_mask.png
B04,B04_20180928_041.MP4,B04_20180928_041_frame1680.png,28.0,B04_20180928_041_frame1680_mask.png
B04,B04_20180928_041.MP4,B04_20180928_041_frame1920.png,32.0,B04_20180928_041_frame1920_mask.png
B04,B04_20180928_041.MP4,B04_20180928_041_frame6960.png,116.0,B04_20180928_041_frame6960_mask.png
B04,B04_20180928_043.MP4,B04_20180928_043_frame5040.png,84.0,B04_20180928_043_frame5040_mask.png
B04,B04_20180928_043.MP4,B04_20180928_043_frame8160.png,136.0,B04_20180928_043_frame8160_mask.png
B04,B04_20180928_043.MP4,B04_20180928_043_frame10080.png,168.0,B04_20180928_043_frame10080_mask.png
B04,B04_20180928_043.MP4,B04_20180928_043_frame12240.png,204.0,B04_20180928_043_frame12240_mask.png
B04,B04_20180928_043.MP4,B04_20180928_043_frame12960.png,216.0,B04_20180928_043_frame12960_mask.png
B04,B04_20180928_044.MP4,B04_20180928_044_frame720.png,12.0,B04_20180928_044_frame720_mask.png
B04,B04_20180928_046.MP4,B04_20180928_046_frame1200.png,20.0,B04_20180928_046_frame1200_mask.png
B04,B04_20180928_047.MP4,B04_20180928_047_frame1200.png,20.0,B04_20180928_047_frame1200_mask.png
B04,B04_20180928_048.MP4,B04_20180928_048_frame1200.png,20.0,B04_20180928_048_frame1200_mask.png
B04,B04_20180928_049.MP4,B04_20180928_049_frame6480.png,108.0,B04_20180928_049_frame6480_mask.png
B04,B04_20180928_049.MP4,B04_20180928_049_frame6960.png,116.0,B04_20180928_049_frame6960_mask.png
B04,B04_20180928_056.MP4,B04_20180928_056_frame240.png,4.0,B04_20180928_056_frame240_mask.png
B04,B04_20180928_056.MP4,B04_20180928_056_frame1920.png,32.0,B04_20180928_056_frame1920_mask.png
B04,B04_20180928_056.MP4,B04_20180928_056_frame3840.png,64.0,B04_20180928_056_frame3840_mask.png
B04,B04_20180928_056.MP4,B04_20180928_056_frame5280.png,88.0,B04_20180928_056_frame5280_mask.png
B04,B04_20180928_056.MP4,B04_20180928_056_frame8160.png,136.0,B04_20180928_056_frame8160_mask.png
B04,B04_20180928_056.MP4,B04_20180928_056_frame8640.png,144.0,B04_20180928_056_frame8640_mask.png
B04,B04_20180928_056.MP4,B04_20180928_056_frame9120.png,152.0,B04_20180928_056_frame9120_mask.png
B04,B04_20180928_056.MP4,B04_20180928_056_frame9360.png,156.0,B04_20180928_056_frame9360_mask.png
B04,B04_20180928_056.MP4,B04_20180928_056_frame10080.png,168.0,B04_20180928_056_frame10080_mask.png
