Bird ID,Video Name,Frame Name,Timestamp (s)
B02,B02_20180906_051.MP4,B02_20180906_051_frame720.png,12.0
B02,B02_20180906_053.MP4,B02_20180906_053_frame960.png,16.0
B02,B02_20180906_053.MP4,B02_20180906_053_frame2640.png,44.0
B02,B02_20180906_057.MP4,B02_20180906_057_frame0.png,0.0
B02,B02_20180906_059.MP4,B02_20180906_059_frame1200.png,20.0
B02,B02_20180906_073.MP4,B02_20180906_073_frame0.png,0.0
B02,B02_20180906_073.MP4,B02_20180906_073_frame1920.png,32.0
B02,B02_20180906_074.MP4,B02_20180906_074_frame240.png,4.0
B02,B02_20180906_074.MP4,B02_20180906_074_frame720.png,12.0
B02,B02_20180906_074.MP4,B02_20180906_074_frame960.png,16.0
B02,B02_20180906_074.MP4,B02_20180906_074_frame1200.png,20.0
B02,B02_20180906_074.MP4,B02_20180906_074_frame1440.png,24.0
B02,B02_20180906_074.MP4,B02_20180906_074_frame1920.png,32.0
B02,B02_20180906_074.MP4,B02_20180906_074_frame2400.png,40.0
B02,B02_20180906_074.MP4,B02_20180906_074_frame2880.png,48.0
B02,B02_20180906_074.MP4,B02_20180906_074_frame3120.png,52.0
B02,B02_20180906_074.MP4,B02_20180906_074_frame3360.png,56.0
B02,B02_20180906_075.MP4,B02_20180906_075_frame960.png,16.0
B02,B02_20180906_075.MP4,B02_20180906_075_frame1680.png,28.0
B02,B02_20180906_075.MP4,B02_20180906_075_frame1920.png,32.0
B02,B02_20180906_075.MP4,B02_20180906_075_frame3360.png,56.0
B02,B02_20180906_075.MP4,B02_20180906_075_frame3600.png,60.0
B02,B02_20180906_075.MP4,B02_20180906_075_frame3840.png,64.0
B02,B02_20180906_075.MP4,B02_20180906_075_frame4560.png,76.0
B02,B02_20180906_075.MP4,B02_20180906_075_frame5520.png,92.0
B02,B02_20180906_077.MP4,B02_20180906_077_frame0.png,0.0
B02,B02_20180906_077.MP4,B02_20180906_077_frame3120.png,52.0
B02,B02_20180906_077.MP4,B02_20180906_077_frame3600.png,60.0
B02,B02_20180906_077.MP4,B02_20180906_077_frame3840.png,64.0
B02,B02_20180906_077.MP4,B02_20180906_077_frame4080.png,68.0
B02,B02_20180906_079.MP4,B02_20180906_079_frame1920.png,32.0
B02,B02_20180906_079.MP4,B02_20180906_079_frame2160.png,36.0
B02,B02_20180906_079.MP4,B02_20180906_079_frame2880.png,48.0
B02,B02_20180906_080.MP4,B02_20180906_080_frame0.png,0.0
B02,B02_20180906_084.MP4,B02_20180906_084_frame720.png,12.0
B02,B02_20180906_084.MP4,B02_20180906_084_frame1200.png,20.0
B02,B02_20180906_084.MP4,B02_20180906_084_frame1440.png,24.0
B02,B02_20180906_084.MP4,B02_20180906_084_frame2400.png,40.0
B02,B02_20180906_084.MP4,B02_20180906_084_frame3120.png,52.0
B02,B02_20180906_084.MP4,B02_20180906_084_frame4080.png,68.0
B02,B02_20180906_090.MP4,B02_20180906_090_frame0.png,0.0
B02,B02_20180906_091.MP4,B02_20180906_091_frame960.png,16.0
B02,B02_20180906_091.MP4,B02_20180906_091_frame1680.png,28.0
B02,B02_20180906_091.MP4,B02_20180906_091_frame2160.png,36.0
B02,B02_20180906_092.MP4,B02_20180906_092_frame1680.png,28.0
B02,B02_20180906_099.MP4,B02_20180906_099_frame0.png,0.0
B02,B02_20180906_099.MP4,B02_20180906_099_frame480.png,8.0
B02,B02_20180906_104.MP4,B02_20180906_104_frame1920.png,32.0
B02,B02_20180906_104.MP4,B02_20180906_104_frame2160.png,36.0
B02,B02_20180906_104.MP4,B02_20180906_104_frame2400.png,40.0
B02,B02_20180906_105.MP4,B02_20180906_105_frame0.png,0.0
B02,B02_20180906_105.MP4,B02_20180906_105_frame480.png,8.0
B02,B02_20180906_105.MP4,B02_20180906_105_frame1200.png,20.0
B02,B02_20180906_106.MP4,B02_20180906_106_frame1680.png,28.0
B02,B02_20180906_107.MP4,B02_20180906_107_frame0.png,0.0
B02,B02_20180906_107.MP4,B02_20180906_107_frame240.png,4.0
B02,B02_20180906_107.MP4,B02_20180906_107_frame480.png,8.0
B02,B02_20180906_107.MP4,B02_20180906_107_frame960.png,16.0
B02,B02_20180906_108.MP4,B02_20180906_108_frame240.png,4.0
B02,B02_20180906_108.MP4,B02_20180906_108_frame960.png,16.0
B02,B02_20180906_108.MP4,B02_20180906_108_frame1200.png,20.0
B02,B02_20180906_109.MP4,B02_20180906_109_frame480.png,8.0
B02,B02_20180906_116.MP4,B02_20180906_116_frame0.png,0.0
B02,B02_20180906_116.MP4,B02_20180906_116_frame1920.png,32.0
B02,B02_20180906_117.MP4,B02_20180906_117_frame0.png,0.0
B02,B02_20180906_120.MP4,B02_20180906_120_frame240.png,4.0
B02,B02_20180906_122.MP4,B02_20180906_122_frame0.png,0.0
B02,B02_20180906_124.MP4,B02_20180906_124_frame0.png,0.0
B02,B02_20180906_124.MP4,B02_20180906_124_frame240.png,4.0
B02,B02_20180906_126.MP4,B02_20180906_126_frame0.png,0.0
B02,B02_20180906_127.MP4,B02_20180906_127_frame0.png,0.0
B02,B02_20180906_129.MP4,B02_20180906_129_frame2160.png,36.0
B02,B02_20180911_009.MP4,B02_20180911_009_frame240.png,4.0
B02,B02_20180912_041.MP4,B02_20180912_041_frame240.png,4.0
B02,B02_20180912_041.MP4,B02_20180912_041_frame1440.png,24.0
B02,B02_20180912_045.MP4,B02_20180912_045_frame240.png,4.0
B02,B02_20180912_047.MP4,B02_20180912_047_frame240.png,4.0
B02,B02_20180912_047.MP4,B02_20180912_047_frame480.png,8.0
B02,B02_20180912_047.MP4,B02_20180912_047_frame720.png,12.0
B02,B02_20180912_049.MP4,B02_20180912_049_frame0.png,0.0
B02,B02_20180912_049.MP4,B02_20180912_049_frame240.png,4.0
B02,B02_20180912_050.MP4,B02_20180912_050_frame0.png,0.0
B02,B02_20180912_050.MP4,B02_20180912_050_frame240.png,4.0
B02,B02_20180912_050.MP4,B02_20180912_050_frame960.png,16.0
B02,B02_20180912_053.MP4,B02_20180912_053_frame1440.png,24.0
B02,B02_20180912_055.MP4,B02_20180912_055_frame2160.png,36.0
B02,B02_20180912_059.MP4,B02_20180912_059_frame1200.png,20.0
B02,B02_20180912_059.MP4,B02_20180912_059_frame1440.png,24.0
B02,B02_20180912_059.MP4,B02_20180912_059_frame1680.png,28.0
B02,B02_20180912_059.MP4,B02_20180912_059_frame1920.png,32.0
B02,B02_20180912_059.MP4,B02_20180912_059_frame2160.png,36.0
B02,B02_20180912_062.MP4,B02_20180912_062_frame240.png,4.0
B02,B02_20180912_062.MP4,B02_20180912_062_frame480.png,8.0
B02,B02_20180912_062.MP4,B02_20180912_062_frame1200.png,20.0
B02,B02_20180912_062.MP4,B02_20180912_062_frame1680.png,28.0
B02,B02_20180912_066.MP4,B02_20180912_066_frame0.png,0.0
B02,B02_20180912_067.MP4,B02_20180912_067_frame1680.png,28.0
B02,B02_20180912_067.MP4,B02_20180912_067_frame2160.png,36.0
B02,B02_20180912_067.MP4,B02_20180912_067_frame2400.png,40.0
B02,B02_20180912_068.MP4,B02_20180912_068_frame1440.png,24.0
B02,B02_20180912_072.MP4,B02_20180912_072_frame720.png,12.0
B02,B02_20180912_076.MP4,B02_20180912_076_frame0.png,0.0
B02,B02_20180912_076.MP4,B02_20180912_076_frame240.png,4.0
B02,B02_20180912_076.MP4,B02_20180912_076_frame480.png,8.0
B02,B02_20180912_077.MP4,B02_20180912_077_frame0.png,0.0
B02,B02_20180912_077.MP4,B02_20180912_077_frame240.png,4.0
B02,B02_20180912_077.MP4,B02_20180912_077_frame1200.png,20.0
B02,B02_20180912_077.MP4,B02_20180912_077_frame3360.png,56.0
B02,B02_20180912_078.MP4,B02_20180912_078_frame0.png,0.0
B02,B02_20180912_078.MP4,B02_20180912_078_frame240.png,4.0
B02,B02_20180912_079.MP4,B02_20180912_079_frame1200.png,20.0
B02,B02_20180912_080.MP4,B02_20180912_080_frame0.png,0.0
B02,B02_20180912_080.MP4,B02_20180912_080_frame720.png,12.0
B02,B02_20180912_080.MP4,B02_20180912_080_frame1680.png,28.0
B02,B02_20180912_084.MP4,B02_20180912_084_frame480.png,8.0
B02,B02_20180912_084.MP4,B02_20180912_084_frame960.png,16.0
B02,B02_20180912_084.MP4,B02_20180912_084_frame1200.png,20.0
B02,B02_20180912_084.MP4,B02_20180912_084_frame1920.png,32.0
B02,B02_20180912_084.MP4,B02_20180912_084_frame2160.png,36.0
B02,B02_20180912_084.MP4,B02_20180912_084_frame2640.png,44.0
B02,B02_20180912_086.MP4,B02_20180912_086_frame0.png,0.0
B02,B02_20180912_086.MP4,B02_20180912_086_frame1200.png,20.0
B02,B02_20180912_089.MP4,B02_20180912_089_frame0.png,0.0
B02,B02_20180912_090.MP4,B02_20180912_090_frame1440.png,24.0
B02,B02_20180912_091.MP4,B02_20180912_091_frame0.png,0.0
B02,B02_20180912_092.MP4,B02_20180912_092_frame240.png,4.0
B02,B02_20180912_092.MP4,B02_20180912_092_frame480.png,8.0
B02,B02_20180912_092.MP4,B02_20180912_092_frame720.png,12.0
B02,B02_20180912_094.MP4,B02_20180912_094_frame0.png,0.0
B02,B02_20180913_002.MP4,B02_20180913_002_frame0.png,0.0
B02,B02_20180913_004.MP4,B02_20180913_004_frame0.png,0.0
B02,B02_20180913_005.MP4,B02_20180913_005_frame0.png,0.0
B02,B02_20180913_007.MP4,B02_20180913_007_frame240.png,4.0
B02,B02_20180913_007.MP4,B02_20180913_007_frame1200.png,20.0
B02,B02_20180913_007.MP4,B02_20180913_007_frame1680.png,28.0
B02,B02_20180913_010.MP4,B02_20180913_010_frame1200.png,20.0
B02,B02_20180913_011.MP4,B02_20180913_011_frame1200.png,20.0
B02,B02_20180913_012.MP4,B02_20180913_012_frame2160.png,36.0
B02,B02_20180913_013.MP4,B02_20180913_013_frame240.png,4.0
B02,B02_20180913_013.MP4,B02_20180913_013_frame1680.png,28.0
B02,B02_20180913_018.MP4,B02_20180913_018_frame0.png,0.0
B02,B02_20180913_018.MP4,B02_20180913_018_frame720.png,12.0
B02,B02_20180913_019.MP4,B02_20180913_019_frame240.png,4.0
B02,B02_20180913_021.MP4,B02_20180913_021_frame480.png,8.0
B02,B02_20180913_022.MP4,B02_20180913_022_frame0.png,0.0
B02,B02_20180913_022.MP4,B02_20180913_022_frame480.png,8.0
B02,B02_20180913_023.MP4,B02_20180913_023_frame240.png,4.0
B02,B02_20180913_023.MP4,B02_20180913_023_frame720.png,12.0
B02,B02_20180913_024.MP4,B02_20180913_024_frame0.png,0.0
B02,B02_20180913_027.MP4,B02_20180913_027_frame0.png,0.0
B02,B02_20180913_027.MP4,B02_20180913_027_frame480.png,8.0
B02,B02_20180913_027.MP4,B02_20180913_027_frame720.png,12.0
B02,B02_20180913_028.MP4,B02_20180913_028_frame0.png,0.0
B02,B02_20180913_028.MP4,B02_20180913_028_frame240.png,4.0
B02,B02_20180913_028.MP4,B02_20180913_028_frame480.png,8.0
B02,B02_20180913_028.MP4,B02_20180913_028_frame720.png,12.0
B02,B02_20180913_028.MP4,B02_20180913_028_frame1200.png,20.0
B02,B02_20180913_029.MP4,B02_20180913_029_frame720.png,12.0
B03,B03_20180912_001.MP4,B03_20180912_001_frame480.png,8.0
B03,B03_20180912_001.MP4,B03_20180912_001_frame2640.png,44.0
B03,B03_20180912_001.MP4,B03_20180912_001_frame2880.png,48.0
B03,B03_20180912_001.MP4,B03_20180912_001_frame3840.png,64.0
B03,B03_20180912_002.MP4,B03_20180912_002_frame0.png,0.0
B03,B03_20180912_003.MP4,B03_20180912_003_frame480.png,8.0
B03,B03_20180912_003.MP4,B03_20180912_003_frame2160.png,36.0
B03,B03_20180912_003.MP4,B03_20180912_003_frame4560.png,76.0
B03,B03_20180912_003.MP4,B03_20180912_003_frame5520.png,92.0
B03,B03_20180912_003.MP4,B03_20180912_003_frame7200.png,120.0
B03,B03_20180912_004.MP4,B03_20180912_004_frame0.png,0.0
B03,B03_20180912_004.MP4,B03_20180912_004_frame2640.png,44.0
B03,B03_20180912_004.MP4,B03_20180912_004_frame5520.png,92.0
B03,B03_20180912_005.MP4,B03_20180912_005_frame0.png,0.0
B03,B03_20180912_005.MP4,B03_20180912_005_frame480.png,8.0
B03,B03_20180912_005.MP4,B03_20180912_005_frame720.png,12.0
B03,B03_20180912_005.MP4,B03_20180912_005_frame960.png,16.0
B03,B03_20180912_005.MP4,B03_20180912_005_frame2640.png,44.0
B03,B03_20180912_005.MP4,B03_20180912_005_frame6000.png,100.0
B03,B03_20180912_005.MP4,B03_20180912_005_frame9600.png,160.0
B03,B03_20180912_005.MP4,B03_20180912_005_frame10320.png,172.0
B03,B03_20180912_005.MP4,B03_20180912_005_frame10560.png,176.0
B03,B03_20180912_006.MP4,B03_20180912_006_frame0.png,0.0
B03,B03_20180912_006.MP4,B03_20180912_006_frame1200.png,20.0
B03,B03_20180912_006.MP4,B03_20180912_006_frame1440.png,24.0
B03,B03_20180912_006.MP4,B03_20180912_006_frame2880.png,48.0
B03,B03_20180914_003.MP4,B03_20180914_003_frame0.png,0.0
B03,B03_20180914_003.MP4,B03_20180914_003_frame720.png,12.0
B03,B03_20180914_004.MP4,B03_20180914_004_frame1200.png,20.0
B03,B03_20180914_009.MP4,B03_20180914_009_frame1440.png,24.0
B03,B03_20180914_010.MP4,B03_20180914_010_frame0.png,0.0
B03,B03_20180914_023.MP4,B03_20180914_023_frame0.png,0.0
B03,B03_20180914_023.MP4,B03_20180914_023_frame2160.png,36.0
B03,B03_20180914_024.MP4,B03_20180914_024_frame0.png,0.0
B03,B03_20180914_024.MP4,B03_20180914_024_frame1200.png,20.0
B03,B03_20180914_030.MP4,B03_20180914_030_frame480.png,8.0
B03,B03_20180914_035.MP4,B03_20180914_035_frame960.png,16.0
B03,B03_20180914_035.MP4,B03_20180914_035_frame1200.png,20.0
B03,B03_20180915_023.MP4,B03_20180915_023_frame240.png,4.0
B03,B03_20180915_023.MP4,B03_20180915_023_frame720.png,12.0
B03,B03_20180915_035.MP4,B03_20180915_035_frame1440.png,24.0
B03,B03_20180916_010.MP4,B03_20180916_010_frame0.png,0.0
B03,B03_20180916_010.MP4,B03_20180916_010_frame240.png,4.0
B03,B03_20180916_010.MP4,B03_20180916_010_frame720.png,12.0
B03,B03_20180916_010.MP4,B03_20180916_010_frame5280.png,88.0
B03,B03_20180916_010.MP4,B03_20180916_010_frame10560.png,176.0
B03,B03_20180916_010.MP4,B03_20180916_010_frame10800.png,180.0
B03,B03_20180916_010.MP4,B03_20180916_010_frame11520.png,192.0
B03,B03_20180916_011.MP4,B03_20180916_011_frame0.png,0.0
B03,B03_20180916_011.MP4,B03_20180916_011_frame960.png,16.0
B03,B03_20180916_011.MP4,B03_20180916_011_frame3360.png,56.0
B03,B03_20180916_011.MP4,B03_20180916_011_frame11760.png,196.0
B03,B03_20180916_011.MP4,B03_20180916_011_frame12000.png,200.0
B03,B03_20180916_012.MP4,B03_20180916_012_frame0.png,0.0
B03,B03_20180916_012.MP4,B03_20180916_012_frame720.png,12.0
B03,B03_20180916_012.MP4,B03_20180916_012_frame5040.png,84.0
B03,B03_20180916_012.MP4,B03_20180916_012_frame5760.png,96.0
B03,B03_20180916_012.MP4,B03_20180916_012_frame7920.png,132.0
B03,B03_20180919_001.MP4,B03_20180919_001_frame0.png,0.0
B03,B03_20180919_001.MP4,B03_20180919_001_frame240.png,4.0
B03,B03_20180919_001.MP4,B03_20180919_001_frame960.png,16.0
B03,B03_20180919_001.MP4,B03_20180919_001_frame2160.png,36.0
B03,B03_20180919_001.MP4,B03_20180919_001_frame2400.png,40.0
B03,B03_20180919_002.MP4,B03_20180919_002_frame0.png,0.0
B03,B03_20180919_002.MP4,B03_20180919_002_frame720.png,12.0
B03,B03_20180919_002.MP4,B03_20180919_002_frame1440.png,24.0
B03,B03_20180919_002.MP4,B03_20180919_002_frame2160.png,36.0
B03,B03_20180919_002.MP4,B03_20180919_002_frame2400.png,40.0
B03,B03_20180919_003.MP4,B03_20180919_003_frame0.png,0.0
B03,B03_20180919_004.MP4,B03_20180919_004_frame3360.png,56.0
B03,B03_20180919_004.MP4,B03_20180919_004_frame3600.png,60.0
B03,B03_20180919_010.MP4,B03_20180919_010_frame720.png,12.0
B03,B03_20180919_015.MP4,B03_20180919_015_frame1440.png,24.0
B03,B03_20180919_017.MP4,B03_20180919_017_frame0.png,0.0
B03,B03_20180920_001.MP4,B03_20180920_001_frame0.png,0.0
B03,B03_20180920_001.MP4,B03_20180920_001_frame960.png,16.0
B03,B03_20180920_001.MP4,B03_20180920_001_frame1920.png,32.0
B03,B03_20180920_001.MP4,B03_20180920_001_frame2160.png,36.0
B03,B03_20180920_001.MP4,B03_20180920_001_frame4800.png,80.0
B03,B03_20180920_001.MP4,B03_20180920_001_frame6480.png,108.0
B03,B03_20180920_001.MP4,B03_20180920_001_frame6720.png,112.0
B03,B03_20180920_001.MP4,B03_20180920_001_frame7200.png,120.0
B03,B03_20180920_001.MP4,B03_20180920_001_frame9120.png,152.0
B03,B03_20180920_001.MP4,B03_20180920_001_frame9840.png,164.0
B03,B03_20180920_001.MP4,B03_20180920_001_frame10320.png,172.0
B03,B03_20180920_001.MP4,B03_20180920_001_frame12000.png,200.0
B03,B03_20180920_001.MP4,B03_20180920_001_frame13200.png,220.0
B03,B03_20180920_001.MP4,B03_20180920_001_frame15360.png,256.0
B03,B03_20180920_001.MP4,B03_20180920_001_frame15600.png,260.0
B03,B03_20180920_002.MP4,B03_20180920_002_frame720.png,12.0
B03,B03_20180920_002.MP4,B03_20180920_002_frame960.png,16.0
B03,B03_20180920_002.MP4,B03_20180920_002_frame1200.png,20.0
B03,B03_20180920_003.MP4,B03_20180920_003_frame0.png,0.0
B03,B03_20180920_003.MP4,B03_20180920_003_frame960.png,16.0
B03,B03_20180920_003.MP4,B03_20180920_003_frame1200.png,20.0
B03,B03_20180920_003.MP4,B03_20180920_003_frame2640.png,44.0
B03,B03_20180920_003.MP4,B03_20180920_003_frame3120.png,52.0
B03,B03_20180920_003.MP4,B03_20180920_003_frame3840.png,64.0
B03,B03_20180920_004.MP4,B03_20180920_004_frame240.png,4.0
B03,B03_20180920_004.MP4,B03_20180920_004_frame480.png,8.0
B03,B03_20180920_005.MP4,B03_20180920_005_frame1680.png,28.0
B03,B03_20180920_006.MP4,B03_20180920_006_frame480.png,8.0
B03,B03_20180920_006.MP4,B03_20180920_006_frame2880.png,48.0
B03,B03_20180920_006.MP4,B03_20180920_006_frame5280.png,88.0
B03,B03_20180920_006.MP4,B03_20180920_006_frame5760.png,96.0
B03,B03_20180920_006.MP4,B03_20180920_006_frame6000.png,100.0
B03,B03_20180920_006.MP4,B03_20180920_006_frame6240.png,104.0
B03,B03_20180920_006.MP4,B03_20180920_006_frame6480.png,108.0
B03,B03_20180920_006.MP4,B03_20180920_006_frame7680.png,128.0
B03,B03_20180920_006.MP4,B03_20180920_006_frame8160.png,136.0
B03,B03_20180920_007.MP4,B03_20180920_007_frame480.png,8.0
B03,B03_20180920_007.MP4,B03_20180920_007_frame4560.png,76.0
B03,B03_20180920_016.MP4,B03_20180920_016_frame0.png,0.0
B03,B03_20180920_016.MP4,B03_20180920_016_frame480.png,8.0
B03,B03_20180920_016.MP4,B03_20180920_016_frame1920.png,32.0
B03,B03_20180920_016.MP4,B03_20180920_016_frame3600.png,60.0
B03,B03_20180920_016.MP4,B03_20180920_016_frame4080.png,68.0
B03,B03_20180920_016.MP4,B03_20180920_016_frame4320.png,72.0
B03,B03_20180920_016.MP4,B03_20180920_016_frame4560.png,76.0
B03,B03_20180920_016.MP4,B03_20180920_016_frame5040.png,84.0
B03,B03_20180920_016.MP4,B03_20180920_016_frame5280.png,88.0
B03,B03_20180920_016.MP4,B03_20180920_016_frame7680.png,128.0
B03,B03_20180920_017.MP4,B03_20180920_017_frame0.png,0.0
B03,B03_20180920_017.MP4,B03_20180920_017_frame2400.png,40.0
B03,B03_20180920_017.MP4,B03_20180920_017_frame3600.png,60.0
B03,B03_20180920_038.MP4,B03_20180920_038_frame240.png,4.0
B03,B03_20180920_038.MP4,B03_20180920_038_frame1200.png,20.0
B03,B03_20180920_038.MP4,B03_20180920_038_frame1680.png,28.0
B03,B03_20180920_039.MP4,B03_20180920_039_frame0.png,0.0
B03,B03_20180920_039.MP4,B03_20180920_039_frame2160.png,36.0
B03,B03_20180920_039.MP4,B03_20180920_039_frame2640.png,44.0
B03,B03_20180920_039.MP4,B03_20180920_039_frame3600.png,60.0
B03,B03_20180924_027.MP4,B03_20180924_027_frame0.png,0.0
B03,B03_20180924_027.MP4,B03_20180924_027_frame1440.png,24.0
B03,B03_20180924_041.MP4,B03_20180924_041_frame0.png,0.0
B03,B03_20180924_041.MP4,B03_20180924_041_frame240.png,4.0
B03,B03_20180924_041.MP4,B03_20180924_041_frame480.png,8.0
B03,B03_20180924_042.MP4,B03_20180924_042_frame240.png,4.0
B03,B03_20180924_043.MP4,B03_20180924_043_frame2160.png,36.0
B03,B03_20180924_043.MP4,B03_20180924_043_frame2400.png,40.0
B03,B03_20180924_044.MP4,B03_20180924_044_frame3120.png,52.0
B03,B03_20180924_044.MP4,B03_20180924_044_frame4800.png,80.0
B03,B03_20180924_044.MP4,B03_20180924_044_frame6240.png,104.0
B03,B03_20180924_044.MP4,B03_20180924_044_frame6960.png,116.0
B03,B03_20180924_044.MP4,B03_20180924_044_frame7920.png,132.0
B03,B03_20180924_044.MP4,B03_20180924_044_frame10080.png,168.0
B03,B03_20180924_044.MP4,B03_20180924_044_frame10800.png,180.0
B03,B03_20180924_044.MP4,B03_20180924_044_frame12960.png,216.0
B03,B03_20180924_044.MP4,B03_20180924_044_frame13440.png,224.0
B03,B03_20180924_044.MP4,B03_20180924_044_frame13680.png,228.0
B03,B03_20180924_044.MP4,B03_20180924_044_frame13920.png,232.0
B03,B03_20180924_044.MP4,B03_20180924_044_frame15840.png,264.0
B03,B03_20180924_044.MP4,B03_20180924_044_frame16320.png,272.0
B03,B03_20180924_045.MP4,B03_20180924_045_frame480.png,8.0
B03,B03_20180924_046.MP4,B03_20180924_046_frame480.png,8.0
B03,B03_20180924_046.MP4,B03_20180924_046_frame6240.png,104.0
B03,B03_20180924_047.MP4,B03_20180924_047_frame0.png,0.0
B03,B03_20180924_047.MP4,B03_20180924_047_frame1680.png,28.0
B03,B03_20180924_047.MP4,B03_20180924_047_frame2640.png,44.0
B03,B03_20180924_047.MP4,B03_20180924_047_frame2880.png,48.0
B03,B03_20180924_047.MP4,B03_20180924_047_frame4320.png,72.0
B03,B03_20180924_048.MP4,B03_20180924_048_frame0.png,0.0
B03,B03_20180924_048.MP4,B03_20180924_048_frame240.png,4.0
B03,B03_20180924_048.MP4,B03_20180924_048_frame960.png,16.0
B03,B03_20180924_048.MP4,B03_20180924_048_frame3120.png,52.0
B03,B03_20180924_049.MP4,B03_20180924_049_frame2640.png,44.0
B03,B03_20180924_049.MP4,B03_20180924_049_frame4560.png,76.0
B03,B03_20180924_049.MP4,B03_20180924_049_frame6480.png,108.0
B03,B03_20180924_049.MP4,B03_20180924_049_frame6960.png,116.0
B03,B03_20180924_049.MP4,B03_20180924_049_frame8400.png,140.0
B03,B03_20180924_049.MP4,B03_20180924_049_frame9840.png,164.0
B03,B03_20180924_049.MP4,B03_20180924_049_frame11520.png,192.0
B03,B03_20180924_051.MP4,B03_20180924_051_frame0.png,0.0
B03,B03_20180924_051.MP4,B03_20180924_051_frame240.png,4.0
B03,B03_20180924_051.MP4,B03_20180924_051_frame480.png,8.0
B03,B03_20180924_051.MP4,B03_20180924_051_frame4320.png,72.0
B03,B03_20180924_051.MP4,B03_20180924_051_frame4560.png,76.0
B03,B03_20180924_052.MP4,B03_20180924_052_frame720.png,12.0
B03,B03_20180924_052.MP4,B03_20180924_052_frame1200.png,20.0
B03,B03_20180924_053.MP4,B03_20180924_053_frame1200.png,20.0
B03,B03_20180924_054.MP4,B03_20180924_054_frame0.png,0.0
B03,B03_20180924_054.MP4,B03_20180924_054_frame480.png,8.0
B03,B03_20180924_055.MP4,B03_20180924_055_frame1680.png,28.0
B03,B03_20180924_055.MP4,B03_20180924_055_frame1920.png,32.0
B03,B03_20180924_055.MP4,B03_20180924_055_frame4320.png,72.0
B03,B03_20180924_055.MP4,B03_20180924_055_frame5520.png,92.0
B03,B03_20180924_055.MP4,B03_20180924_055_frame6000.png,100.0
B03,B03_20180924_055.MP4,B03_20180924_055_frame7200.png,120.0
B03,B03_20180924_055.MP4,B03_20180924_055_frame7680.png,128.0
B03,B03_20180924_055.MP4,B03_20180924_055_frame8160.png,136.0
B03,B03_20180924_055.MP4,B03_20180924_055_frame8640.png,144.0
B03,B03_20180924_055.MP4,B03_20180924_055_frame10320.png,172.0
